Map_ID,Greedy AI,Time-Expanded Min-Cut,Heuristic Weight AI (I:1 M:1 C:1),Heuristic Weight AI (I:2 M:1 C:1),Heuristic Weight AI (I:1 M:2 C:1),Heuristic Weight AI (I:1 M:1 C:2),Look-2 (P:1 I:1 Place wall:Passive),Look-2 (P:1 I:1 Place wall:Active),Look-2 (P:2 I:1 Place wall:Passive),Look-2 (P:2 I:1 Place wall:Active),Look-2 (P:3 I:1 Place wall:Passive),Look-2 (P:3 I:1 Place wall:Active),Look-2 (P:1 I:2 Place wall:Passive),Look-2 (P:1 I:2 Place wall:Active),Look-2 (P:1 I:3 Place wall:Passive),Look-2 (P:1 I:3 Place wall:Active),Look-3 (P:1 I:1 Place wall:Passive),Look-3 (P:1 I:1 Place wall:Active),Look-3 (P:2 I:1 Place wall:Passive),Look-3 (P:2 I:1 Place wall:Active),Look-3 (P:3 I:1 Place wall:Passive),Look-3 (P:3 I:1 Place wall:Active),Look-3 (P:1 I:2 Place wall:Passive),Look-3 (P:1 I:2 Place wall:Active),Look-3 (P:1 I:3 Place wall:Passive),Look-3 (P:1 I:3 Place wall:Active)
Map_5371,16,49,17,16,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_5372,11,26,15,15,15,14,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,11,10,11,10
Map_5373,13,180,13,13,13,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5374,10,18,13,9,13,10,9,9,9,9,9,9,10,9,10,10,10,9,12,9,12,9,10,9,10,9
Map_5375,19,35,20,16,16,38,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5376,12,39,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5377,68,90,23,23,23,24,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Map_5378,12,56,15,15,15,15,15,11,15,11,15,11,11,11,11,11,15,11,15,11,15,11,15,11,15,11
Map_5379,6,19,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5380,18,256,22,21,22,24,22,21,22,21,22,21,21,21,21,21,22,21,25,19,25,19,22,21,22,21
Map_5381,20,70,20,20,20,18,18,17,18,17,18,17,17,17,17,17,18,15,18,15,18,15,18,15,18,15
Map_5382,10,53,7,7,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5383,43,99,17,17,17,18,17,17,17,15,17,15,17,17,17,17,17,15,19,15,19,15,17,15,17,15
Map_5384,32,73,22,22,22,26,22,22,22,22,22,22,22,22,22,22,25,22,25,22,25,22,25,22,25,22
Map_5385,32,47,38,38,38,34,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Map_5386,12,48,12,10,12,12,10,10,12,10,12,10,10,10,10,10,12,10,12,10,12,10,10,10,10,10
Map_5387,25,47,14,14,14,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_5388,17,22,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5389,49,137,17,17,23,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_5390,30,189,49,48,49,36,29,29,29,29,29,29,29,29,29,29,30,21,30,21,30,21,29,21,34,21
Map_5391,15,30,13,13,13,14,10,10,10,10,10,10,10,10,10,10,12,10,12,10,12,10,10,10,10,10
Map_5392,84,136,30,25,30,26,20,26,20,26,20,26,20,26,20,26,19,19,19,19,19,19,19,19,19,19
Map_5393,17,21,13,13,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5394,13,36,13,13,13,13,14,13,14,13,14,13,14,13,14,13,14,13,14,13,14,14,14,13,14,13
Map_5395,20,84,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_5396,6,41,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5397,16,25,19,18,20,19,19,19,19,19,19,19,18,18,18,18,15,15,15,15,15,15,15,15,15,15
Map_5398,42,70,32,32,41,33,32,32,32,32,32,32,32,32,32,32,25,32,25,25,25,25,25,32,25,32
Map_5399,6,135,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5400,14,89,17,14,17,17,15,14,15,14,15,14,15,14,14,14,11,11,11,11,11,11,11,11,11,11
Map_5401,20,96,6,6,6,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5402,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22,22,22,22,22,22,22,25,25,25
Map_5403,6,41,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5404,78,137,53,56,53,43,47,41,47,41,47,41,50,41,50,41,28,27,28,27,28,27,28,27,28,27
Map_5405,16,108,17,17,17,17,17,16,17,16,17,16,17,16,17,16,14,14,14,14,14,14,14,14,14,16
Map_5406,14,21,14,12,12,14,12,12,12,12,12,12,12,12,12,12,13,12,13,12,13,12,12,12,12,12
Map_5407,9,273,9,9,9,18,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5408,7,54,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5409,15,40,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5410,11,27,9,9,9,9,11,9,11,9,11,9,11,9,11,9,11,9,11,9,11,9,11,9,11,9
Map_5411,84,149,23,17,26,23,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_5412,17,29,18,18,18,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15
Map_5413,68,56,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,14,17,14,14,14,14,14
Map_5414,7,23,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5415,21,28,18,18,18,22,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_5416,20,47,16,15,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_5417,28,38,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5418,8,17,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5419,8,49,9,9,9,9,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8
Map_5420,19,38,15,15,15,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_5421,22,70,22,21,22,31,20,20,20,20,20,20,20,20,20,20,20,16,20,16,20,16,20,16,20,16
Map_5422,14,29,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_5423,11,39,11,11,11,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5424,22,46,14,14,16,30,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_5425,86,205,28,28,28,30,29,29,29,29,29,29,29,29,29,29,30,28,32,28,32,28,30,28,29,28
Map_5426,19,26,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,14,10,14,10,14,10,14,10
Map_5427,18,39,19,19,19,19,15,15,16,15,16,15,15,15,15,15,16,15,16,15,16,15,16,15,16,15
Map_5428,15,31,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5429,8,12,11,8,8,11,8,8,8,8,8,8,8,8,8,8,10,8,10,8,10,8,8,8,8,8
Map_5430,7,50,8,8,8,11,8,7,8,7,8,7,7,7,7,7,8,7,8,7,8,7,8,7,8,7
Map_5431,9,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,9,7,7,7,7,7
Map_5432,9,16,9,9,9,9,9,8,9,8,9,8,8,8,8,8,9,8,9,8,9,8,9,8,9,8
Map_5433,33,56,14,14,14,18,14,14,14,14,14,14,14,14,14,14,16,14,16,14,16,14,16,14,14,14
Map_5434,8,35,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5435,27,97,21,21,21,24,21,20,21,20,21,20,21,20,21,20,20,20,23,20,23,20,20,20,21,20
Map_5436,6,9,7,7,7,7,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6,6,6,6,6
Map_5437,18,28,17,17,17,17,17,17,17,17,17,17,17,17,17,17,20,17,20,17,20,17,17,17,17,17
Map_5438,12,42,13,13,12,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,12,13
Map_5439,13,40,11,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5440,9,22,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5441,21,29,16,16,16,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5442,24,32,12,12,14,12,12,11,12,11,12,11,11,11,11,11,13,11,13,11,13,11,13,11,13,11
Map_5443,14,144,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5444,9,18,8,8,9,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5445,9,34,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5446,5,24,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_5447,11,182,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,7,11,7,11,7,7,7,7,7
Map_5448,14,29,13,13,10,13,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,10,10,10,10
Map_5449,8,29,8,8,8,20,8,8,8,8,8,8,8,8,8,8,18,8,18,8,18,8,8,8,8,8
Map_5450,6,22,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5451,9,22,11,10,10,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5452,10,48,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5453,10,28,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5454,14,44,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_5455,8,17,8,8,8,14,8,8,8,8,8,8,8,8,8,8,8,8,9,8,9,8,8,8,8,8
Map_5456,6,28,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,8,6,6,6,6,6
Map_5457,7,17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5458,9,146,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5459,11,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,9,10,9,9,9,9,9
Map_5460,13,47,13,13,15,13,13,14,13,14,13,14,13,14,13,14,14,13,14,13,14,13,13,13,13,14
Map_5461,22,27,14,14,14,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5462,32,52,25,25,25,25,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Map_5463,36,79,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,22,20,22,20,22,22,22,22,22
Map_5464,10,42,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5465,18,84,18,18,18,18,18,18,18,18,18,18,18,18,18,18,10,10,10,10,10,10,10,10,10,10
Map_5466,5,32,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_5467,25,75,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5468,5,17,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_5469,28,39,9,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5470,10,59,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5471,18,87,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_5472,6,11,9,7,6,9,6,6,6,6,6,6,6,6,6,6,6,6,8,6,8,6,6,6,6,6
Map_5473,9,43,9,9,9,42,10,9,10,9,10,9,9,9,9,9,10,9,10,9,10,9,10,9,10,9
Map_5474,6,25,8,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5475,19,85,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,20,16,20,16,16,16,16,16
Map_5476,66,128,25,25,25,27,25,25,25,25,25,25,25,25,25,25,25,21,27,23,27,23,23,21,23,21
Map_5477,6,10,7,6,6,8,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6,6,6,6,6
Map_5478,13,23,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8,10,8,10,8,8,8,8,8
Map_5479,13,67,10,9,10,10,9,8,9,8,9,8,8,8,8,8,9,8,9,8,9,8,9,8,9,8
Map_5480,12,23,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5481,15,42,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5482,49,108,25,25,25,27,25,25,25,25,25,25,25,25,25,25,25,25,27,25,27,25,25,25,25,25
Map_5483,10,24,11,10,11,11,11,10,11,10,11,10,10,10,10,10,11,10,11,10,11,10,11,10,11,10
Map_5484,18,58,10,10,10,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5485,209,237,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5486,52,150,12,10,12,12,12,10,12,10,12,10,10,10,10,10,13,10,13,10,13,10,13,10,13,10
Map_5487,21,27,21,21,19,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_5488,3,8,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3
Map_5489,15,170,23,23,23,49,23,23,23,23,23,23,23,23,23,23,42,15,29,15,29,15,17,15,17,15
Map_5490,19,33,21,19,18,24,15,19,15,19,15,19,15,19,15,19,15,19,15,19,15,19,15,19,15,19
Map_5491,27,100,19,19,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,16,19,16,19,19,19,19
Map_5492,22,49,12,11,12,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5493,27,47,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_5494,34,39,20,20,20,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14
Map_5495,11,38,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5496,53,106,22,21,22,27,26,25,26,25,26,25,25,25,25,25,24,21,24,21,24,21,24,21,24,21
Map_5497,60,139,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5498,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Map_5499,16,27,17,16,15,20,12,14,12,14,12,14,12,14,12,14,12,14,12,14,12,14,12,14,12,14
Map_5500,11,61,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5501,9,24,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5502,7,81,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5503,6,16,7,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5504,45,102,24,23,23,24,28,27,28,27,28,27,28,27,28,27,28,27,28,27,28,27,28,27,28,27
Map_5505,25,34,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_5506,7,72,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,8,7,8,7,7,7,7,7
Map_5507,8,23,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5508,10,68,9,9,9,14,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8
Map_5509,6,153,6,6,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5510,8,21,8,8,8,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5511,26,36,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5512,27,55,15,14,15,16,14,14,14,14,14,14,14,14,14,14,16,14,15,14,15,14,14,14,14,14
Map_5513,22,42,11,11,11,13,12,12,12,12,12,12,11,12,11,12,13,12,13,12,13,12,12,12,12,12
Map_5514,23,130,24,23,23,31,23,23,23,23,23,23,23,23,23,23,17,17,17,17,17,17,17,17,17,17
Map_5515,29,78,14,13,13,28,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,13,13,14,13,14
Map_5516,20,33,16,16,16,25,16,16,16,16,16,16,16,16,16,16,18,16,18,16,18,16,16,16,16,16
Map_5517,11,26,11,11,11,19,14,11,14,11,14,11,14,11,14,11,18,11,18,11,18,11,18,11,18,11
Map_5518,22,55,16,16,16,32,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14
Map_5519,9,63,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5520,19,130,12,12,12,16,13,12,13,12,13,12,12,12,12,12,13,12,13,11,13,11,13,12,13,12
Map_5521,95,174,56,57,50,79,56,37,56,37,56,37,54,37,54,37,36,33,34,33,34,33,33,33,33,33
Map_5522,34,93,28,27,28,28,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Map_5523,8,18,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5524,12,64,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5525,7,15,7,7,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5526,17,26,14,14,18,20,14,14,14,14,14,14,14,14,14,14,14,14,17,14,17,14,14,14,14,14
Map_5527,20,37,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5528,26,74,24,24,24,24,24,24,24,24,24,24,24,24,24,24,46,24,46,24,46,24,46,24,46,24
Map_5529,12,49,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5530,41,51,29,27,29,31,27,32,27,32,27,32,27,32,27,32,27,22,27,19,27,19,27,22,27,22
Map_5531,72,349,35,35,63,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
Map_5532,19,55,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5533,42,66,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,39,16,39,16,16,16,16,16
Map_5534,90,64,14,14,14,22,13,14,13,14,13,14,14,14,14,14,14,13,14,13,14,13,14,14,14,14
Map_5535,24,61,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_5536,137,196,44,42,47,83,42,43,42,43,42,43,42,43,42,43,42,39,43,39,43,39,42,39,42,39
Map_5537,225,181,89,83,66,95,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Map_5538,5,27,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_5539,76,74,15,15,15,15,19,15,19,15,19,15,19,15,19,15,19,15,24,15,24,15,19,15,19,15
Map_5540,8,198,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5541,12,50,10,10,10,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5542,11,17,10,9,13,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5543,42,203,28,28,28,23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Map_5544,21,64,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5545,37,47,18,18,18,18,18,17,18,17,18,17,18,17,18,17,17,17,17,17,17,17,18,17,18,17
Map_5546,15,50,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_5547,21,35,20,21,20,23,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,19,17,18,17,18
Map_5548,19,79,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5549,28,64,16,14,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_5550,9,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5551,11,29,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5552,17,20,11,11,11,14,11,11,11,11,11,11,11,11,11,11,12,11,12,13,12,13,12,11,12,11
Map_5553,14,32,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5554,54,84,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5555,18,92,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_5556,174,138,27,27,27,31,27,27,27,27,27,27,27,27,27,27,34,19,34,19,34,19,27,19,27,19
Map_5557,8,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_5558,34,195,29,29,29,29,29,24,29,24,29,24,29,24,29,24,26,23,26,23,26,23,26,23,26,23
Map_5559,24,79,25,25,25,21,21,21,21,21,21,21,21,21,21,21,18,18,18,18,18,18,18,18,18,18
Map_5560,22,52,7,7,7,20,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7
Map_5561,8,13,9,8,8,12,8,8,8,8,8,8,8,8,8,8,9,8,9,8,9,8,8,8,8,8
Map_5562,13,56,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,13,14,13,14,13,14,13,14,13
Map_5563,25,45,22,22,11,22,20,12,20,12,20,12,20,12,20,12,11,11,11,11,11,11,11,11,11,11
Map_5564,23,52,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5565,65,140,23,23,28,23,23,23,23,23,23,23,23,23,23,23,25,23,26,23,26,23,25,23,25,23
Map_5566,7,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5567,16,15,8,8,8,11,8,8,8,8,8,8,8,8,8,8,10,8,10,8,10,8,8,8,8,8
Map_5568,10,22,15,14,15,15,14,10,14,10,14,10,14,10,14,10,12,10,12,10,12,10,12,10,12,10
Map_5569,31,161,32,31,31,32,21,19,21,19,21,19,21,19,21,19,21,18,21,18,21,18,21,18,21,18
Map_5570,42,83,29,29,30,40,29,20,29,20,29,20,29,20,29,20,30,20,30,20,30,20,30,20,30,20
Map_5571,19,38,18,18,16,21,18,18,18,18,18,18,18,18,18,18,14,14,14,14,14,14,14,14,14,14
Map_5572,14,57,19,19,19,18,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5573,11,22,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5574,14,104,13,10,10,13,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,9,10,9,10,9
Map_5575,21,48,19,19,19,17,16,16,16,16,16,16,16,16,16,16,17,16,17,16,17,16,16,16,16,16
Map_5576,86,140,19,19,19,38,36,19,36,19,36,19,36,19,36,19,27,19,36,19,36,19,36,19,36,19
Map_5577,12,104,12,12,12,14,11,12,11,12,11,12,11,12,11,12,11,11,11,11,11,11,11,12,11,12
Map_5578,20,30,20,20,20,23,19,19,19,19,19,19,18,19,18,19,19,19,19,19,19,19,19,20,19,20
Map_5579,53,95,27,27,31,30,27,24,27,24,27,24,27,24,27,24,27,24,27,24,27,24,27,24,27,24
Map_5580,6,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5581,23,169,9,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5582,45,115,38,38,38,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Map_5583,101,209,34,23,34,38,26,23,25,23,25,23,23,23,23,23,24,20,24,20,24,20,24,20,24,20
Map_5584,9,37,11,11,9,15,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9
Map_5585,32,43,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5586,30,45,23,23,23,23,30,23,30,23,30,23,30,23,30,23,19,19,19,19,19,19,19,19,19,19
Map_5587,10,43,12,11,11,13,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10
Map_5588,92,218,30,30,30,31,30,30,30,30,30,30,30,30,30,30,24,21,24,21,24,21,24,21,24,21
Map_5589,25,65,26,25,26,16,16,16,16,16,16,16,16,16,16,16,19,16,19,16,19,16,16,16,16,16
Map_5590,8,19,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5591,141,144,12,12,12,26,12,12,13,12,13,12,12,12,12,12,13,12,13,12,13,12,13,12,13,12
Map_5592,37,67,23,23,22,26,23,23,23,23,23,23,23,23,23,23,22,14,22,14,22,14,22,14,22,14
Map_5593,70,220,17,17,17,46,15,15,15,15,15,15,15,15,15,15,15,15,16,15,16,15,15,15,15,15
Map_5594,40,50,36,36,36,36,36,36,36,36,36,36,36,36,36,36,32,29,32,29,32,29,32,29,32,29
Map_5595,11,31,7,7,7,7,12,7,12,7,12,7,11,7,11,7,12,7,12,7,12,7,12,7,12,7
Map_5596,53,117,30,30,30,49,30,37,30,37,30,37,30,37,30,37,38,37,38,37,38,37,30,39,30,39
Map_5597,11,72,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,10,8,10,8,9,8,9,8
Map_5598,10,44,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5599,6,30,6,6,6,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5600,10,59,12,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5601,20,144,16,15,16,20,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
